@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"RT @OliverLaaance: “@ninoguerrero: My thoughts and prayers go out to all those affected by typhoon #yolanda”","8","2","0","112","16","1","1"
"RT @ANCALERTS: Mayor Jun Binay also says that @MakatiTraffic will also receive calls for rescue in the Makati area #RescuePH | via Usec. ...","14","3","0","140","22","1","1"
"RT @nswfire: #nswfires #agchatoz  Animal welfare relief services: Department of Primary Industries 1800 808 095 Website http://t.co/BV5dBVU…","15","0","0","142","20","2","1"
"RT @WilliamJHague: My thoughts are with those who have lost their lives following building collapse in Savar #Bangladesh","9","5","0","120","18","1","1"
"the sky, the music, the sheer passion. #greenpeace #relief #mindanao #pabloPH http://t.co/KUBtm1q9","9","1","1","98","15","4","0"
"RT @bengzhui: northern part of Cebu is gloomy only and no pouring rain yet.. thanks #PabloPH for not dropping by","8","3","0","112","20","1","1"
"RT @BBCScotlandNews: Although one person confirmed  dead by police, BBC understands death toll at least three. #clutha #helicoptercrash htt…","8","4","0","142","19","2","1"
"#Helicopter lol :) http://t.co/AIuKIE8yyR","3","0","0","41","6","1","0"
"Greeley #Colorado #Tonight In-store @ Blacklist Skateshop #MusicIsMyWeapon T's 6pm &amp; show @ Sky Night Club 9pm","16","1","0","114","17","3","0"
".@thedirtydash is now Sept 1 in Colorado Springs - want an entry? Giveaway ends Fri. http://t.co/IBFoLP5g #FitFluential #FHBC12 #spon","11","4","0","133","21","3","0"
"RT @biobio: [ACTUALIZADA+FOTOS] Principales medios de Costa Rica inhabilitados tras fuerte terremoto http://t.co/2N2H3mzr","7","1","0","121","17","0","1"
"#bdnews #bangladesh Bangladesh to Allow Unions for Workers: Bangladesh agrees to allow garment workers to form... http://t.co/P2hZxWtMp0","11","4","0","136","20","2","0"
"RT @frafacchinetti: C'è stata un'altra scossa?#Terremoto","1","3","0","57","8","0","1"
"FMイヤホンラジオ、三徳ナイフ、ホイッスル、IDケース、LEDライト(日本製LED使用)、サバイバルシート(防寒・保温シート)、カラビナ付ケースのセットです。 http://t.co/tpla3W3o #saigai #earthquake #jishin #地震 #災害","0","0","0","274","11","5","0"
"#Temblor♨ M 4.9, 223km NW of Saumlaki, Indonesia http://t.co/gKSGUBAP #Earthquake #Sismo","9","1","0","90","15","3","0"
"Wow! - I hate this particular  #RussianMeteor http://t.co/9qlzRdPj","2","1","1","66","10","1","0"
"RT @JaviiBaezaMarti #CosasQueNoOlvidareDel2012 a @GarciaClaudia13 @JJ_lucia_RM @Kissa_versets #Pablo , #miriam, #angel ....","0","0","0","123","10","4","0"
"@tobeymonster Fire erupts amid Bangladesh building wreckage: Flames break out at site of last week's building collapse in...  @lifestr3am","10","2","0","137","20","0","1"
"#bigwet http://t.co/BybPZ2X8 hello this might be me audrey I love your individual music its just about all !!!!","3","4","2","111","20","1","0"
"#Earthquake# M 4.6, 105km NNE of Road Town, British Virgin Islands: Wednesday, September 05, 2012 00:24:51 UTCTuesday, September 04, ...","12","0","0","136","22","1","0"
"staff: In a matter of hours on Friday, Typhoon Haiyan completely devastated parts of the central Philippines.… http://t.co/0Uz9B8ZzBo","8","1","0","135","21","0","1"
"@FotoBridge Have you eve wondered where you draw your inspiration from? http://t.co/wsJBoYDb #photography #travel #costarica #panama #RT","9","4","2","136","20","5","0"
"#terremoto M 2.8, Central California - Wednesday, September  5, 2012 12:31:07 UTCWednesday, September  5, 2012 05:31... http://t.co/SJLeuCZR","9","0","0","140","23","1","0"
"http://t.co/fmsx4KHb  #RussianMeteor It's #NationalKissABaseballPlayerDay. Find me one and he can get clear to third base. ;)","5","4","3","125","19","2","0"
"RT @lovipoekimo: May telethon din POE ang Team Parody para sa mga biktima ni #YolandaPH. Ahihihihihihihihi #24Oras #TVPatrol http://t.co/C8…","0","0","0","142","22","3","0"
"Feck Me!!!!!  CBC News - Police helicopter crashes into Clutha Vaults pub in Glasgow http://t.co/Z0fjjhIyhl","10","1","1","107","17","0","1"
"The News Said that Was An Beverly Hills #EarthQuake (Prelim 3.5-Mag)","6","1","0","68","13","1","0"
"RT @NSWRFS: Advice - Hungerford Creek Fire (Muswellbrook) http://t.co/XUmoiJXFBa The immediate threat to properties has eased. #NSWRFS #nsw…","10","4","0","142","20","2","1"
"RT @PCFonteno: Numeri emergenza #Olbia : 0789/69502; 0789/52020; 366/6617681 #allertameteoSAR #Sardegna #EmergenzaSardegna http://t.co/C8mg…","7","4","0","142","18","4","1"
"Tadi Nabire, barusan Toli-Toli #earthquake..Ngapuro ya Allah :(","0","0","0","63","9","1","0"
"RT @camilacabello97: *important* please contribute to typhoon Haiyan relief efforts and donate here, stay strong, Philippines, we love you …","5","6","2","142","19","0","1"
"RT @espry: Powerful, graphic reminder of the importance of labor standards on int #workersday: http://t.co/xoXLfXHpHy  #bangladesh #mayday …","13","0","0","142","20","3","0"
"#Clasificados EarnLogics http://t.co/DzcEbgDs #Anuncios #CostaRica","8","0","0","66","8","3","0"
"Kaya nyo to PINAS!! Pabayaan nyo na lng yang Arianna Tiangco na yan.. Shes just a BITCH!! #PrayForThePhilippines #FloodPH","0","0","0","121","19","2","1"
"#HighParkFire has burned about 73 square miles. Washington, DC measures 68 square miles. NASA photo t.co","9","3","0","104","17","1","1"
"RT @boulderpolice: #FlagstaffFire fire is not threatening homes at this time. Sprinklers will help create defensible space. Thank you.","9","6","1","134","19","1","1"
"RT @GAFollowers: Sgt 1st Class Omar Forde of Marietta was buried today after dying in a helicopter crash in AF. #ThanksForYourService http:…","14","4","0","142","22","1","0"
"RT @greenhousenyt: With death toll at 300, Bangladesh factory collapse becomes worst tragedy in garment industry history. Our Story: http:/…","11","3","0","142","20","0","1"
"RT @pcdspo: For rescue/assistance concerns, pls use #rescueph unified hashtag so relevant orgs/agencies can properly monitor and attend...","10","5","0","138","20","1","1"
"Brands distance themselves from Bangladesh factory collapse http://t.co/9hghhqXjtY","5","1","1","82","11","0","1"
"RT @VeroRobert: Le milieu du livre solidaire de Lac-Mégantic – Actualités – Le monde du livre – Le libraire http://t.co/fKiLBEtFAv","9","1","0","139","23","0","0"
"#RussianMeteor Oooh traditional counseling I love you so? Take me far beyond imagination!!! http://t.co/2mds1cob","4","2","3","112","17","1","0"
"@felipezarate: Daños en Puente de la Amistad, Río Tempisque, Guanacaste #TemblorCR 7.6, 05/09/2012 http://t.co/786TpjGA http://t.co/JXFnj12C","10","0","0","142","26","1","1"
"RT @LarimerCounty: Map of #HighParkFire as of 00:20 this morning. http://t.co/5NcEjnop","5","0","0","86","15","1","1"
"RT @13News: Meteor falls in Russia; 500 injured; buildings damaged. AP photo of the meteorite contrail. http://t.co/JHP3fDVQ http://t.co ...","10","3","0","140","23","0","1"
"RT @TagalogKowts: Lord, Please we're no Mariah Carey, We cant make it through the rain! Ondoy #TheConjuRAIN #FloodPH Keep Safe Everyone htt…","11","5","3","142","23","2","1"
"http://t.co/Oqw8t4qk  #bigwet Can this be for real","2","3","0","50","10","1","0"
"Sending love &amp; safe thoughts to my fellow #novacastrians as these #nswfires burn #keepsafe.","8","3","0","95","14","3","1"
"@Ludacris can we plz take a minute to pray for the families affected by the floods in Australia","5","4","1","95","18","0","1"
"RT @Soshajustis: Meteor shards hit Russia after explosion...Surely Al Gore can connect this to global warming...... http://t.co/Reg2KB3A","10","3","0","136","21","0","1"
"They fell for the old hyperbolic use of decimate. The house is a 100% loss. Pick up your game @ABCNews24 #nswfires","8","3","1","114","21","1","0"
"Dieses „Stirb Langsam“-Marketing wirkt ziemlich realistisch … #RussianMeteor","4","1","0","82","8","1","0"
"7.6-magnitude quake strikes off Costa Rica coast http://t.co/107UAiqq","5","1","0","69","13","0","1"
"7.9-magnitude quake hits off Costa Rica: An earthquake with a preliminary magnitude of 7.9 struck off the coast ... http://t.co/4vALj5az","7","2","0","136","25","0","1"
"Looking forward to joining the insurance industry meeting with Queensland Treasurer tomorrow, to explain the industry response to floods.","9","3","0","137","19","0","0"
"Pygmy whales washed up in huge swells http://t.co/gt1wgSn9 @abcnews #bigwet","7","1","0","75","13","1","1"
"RT @johnhawkinsrwn: When does Barack Obama give a speech to blame the #RussianMeteor on Bush and tie it to gun control?","9","4","1","119","21","1","0"
"#capitolism #bangladesh #unions #WalMart #NAFTA The bloodshed behind our cheap clothes http://t.co/miJA201c73","11","0","0","109","15","5","0"
"Bakit ayaw tumigil ng ulan? Mahabaging langit, tahan na. #MaringPH","0","0","0","66","10","1","0"
"RT @GDACS: Red #earthquake alert (7.9M,depth:20km) in #Costa Rica (Bejuco) 5/9 14:42UTC, Pop100km:450000, tsunami 316cm: ,Sßmara http:// ...","13","1","0","141","24","2","1"
"GO=&gt;http://t.co/3lahYesOET … #boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music, pic.twitter.com/s9CtGiMxdK@weHeartRANZ","2","0","0","138","16","1","0"
"WORLD SERIES PARTY AT MY PLACE BRING BEER AND WEAR YOUR CARDS GEAR #211 #RT #REDOCTOBER","11","2","0","87","16","3","0"
"RT @BBCSanjoyM: #Bangladesh collapse - final stage of the recovery operation. http://t.co/L9SfOASXgF","8","0","0","100","14","1","1"
"Bush fire In Sydney today. Feels like we're in a movie #bushfire #sydney http://t.co/5vyjKvNOzf","10","1","1","95","18","2","1"
"Pues me importó un bledo la clase de Auditoría y mejor me vine a casa para ver el #México vs #CostaRica. Les vamos a clavar 3. Sorry.","10","4","3","136","29","2","0"
"AUSTRALIA: Australia merges  blazes to prevent ‘mega-fire’: Firefighters battling unseasonable wildfires in so... http://t.co/qFsy11Pmnb","6","3","0","140","18","0","1"
"RT @ProgressBd: Statement of observer in #Dhaka: missing people, transporting of bodies and bloodied people. #Bangladesh... http://t.co/Km1…","12","2","0","142","20","2","1"
"RT @CoastalJoe1: A very sad #StAndrewsDay Condolences to all involved in #Cultha 999 Helicopter crash Thoughts with those dealing with the …","9","2","0","142","21","2","1"
"New post: NEW POLL: High Support for Marijuana Legalization in Colorado, 61% Say Regulate Like Alc http://t.co/eZPVrx9r #CO #Colorado","14","1","0","133","22","2","0"
"NEW  F O L L O W E R S=&gt;http://t.co/JEFMRsMqFR   ✔#BestRapper,#boulderflood,#initialsofsomeonespecial,#PitMad,#TomQan http://t.co/Rtvku5IM7H","11","1","0","145","24","0","0"
"#chile 67 km al O de Arica:  Preliminar: Si Magnitud: 3 Profundidad: 46 Km Hora cerca del Epicentro: 2012... http://t.co/JR5nimin #sismo","11","0","0","136","24","2","0"
"#qldfloods You just need love. http://t.co/rUvGT4Jb","3","1","1","51","9","1","0"
"Dream wrote Cake and also Love on Top  #RussianMeteor http://t.co/tJoFqaJe","5","2","0","74","13","1","0"
"Helicopter crashes into Glasgow pub, multiple casualties - BBC: (Reuters) - A helicopter crashed into a pub in... http://t.co/ghrekTnJ9o","9","2","0","136","20","0","1"
"Un sismo en Guatemala. De 7.4 grado..","3","0","0","37","8","0","1"
"Need help today for residents on Cliffe Ave in Elboya. Seniors needing help in the hard hit area. #yycflood #yychelps #yycW11","14","4","0","125","21","3","1"
"Support UNICEF’s emergency relief efforts for kids in the #Philippines. How to help:http://t.co/IjXIijeMNF #Haiyan http://t.co/GWLZU2SGws &amp;","11","1","0","145","24","2","1"
"Yeaa buddy #straya #sausagerolls #triplej #hottest100 #brisbane #bigwet #bbq  #australiaday #nofilter http://t.co/TWrVSIfp","20","1","0","122","15","9","0"
"RT @LAFD: #LAquake #Earthquake Emergency Mode discontinued. No significant damage, injury or loss of life. LAFD in normal… http://t.co ...","12","2","0","140","21","2","1"
"RT @abcwidebay: Sunshine Coast Airport has been closed today. All flights in and out are cancelled due to strong winds #QLD #bigwet","11","5","0","131","22","2","1"
"MannyVillarC5 Russian scientists recover meteor fragments http://t.co/eGSDZ8HZ","4","1","0","78","10","0","1"
"Powerful Earthquake Reported in Costa Rica - ABC News http://t.co/W6UmjhiY (via @ABC)","7","1","0","85","14","0","1"
"RT @ami_lipi: #Bangladesh gov has shutdown pro-opp TV channels in the night and carried out a massacre. @CNN @BBCWorld @AJELive #BanglaSpri…","11","3","0","142","22","2","0"
"RT @newscomauHQ: Evacuation centres now set up in the Lockyer Valley. Mayor Jones says creek floodwaters higher than in 2011. #bigwet ht ...","10","3","0","140","22","1","1"
"RT @AskAnAstronomer: RT @nytimesscience: .@NASA says the meteor over Russia was brighter than the Sun","7","2","0","101","15","0","1"
"Argentina recibió a sus internacionales de cara al partido ante Paraguay http://t.co/GLyAl3JE  #costarica","7","1","0","106","16","1","0"
"atencion Quinteranos Alerta de posible tsunami por terremoto en Costa Rica grado 7.9, marejadas estarian llegando... http://t.co/AcKkWOIF","8","3","0","137","21","0","1"
"RT @rhonaldrivero: #Quemados de #Refinería #Amuay, van llegando al Aeropuerto Internacional de la Chinita #Maracaibo para ser trasladado ...","11","2","0","141","19","4","1"
"Brazil: Police arrest nightclub owner after fire http://t.co/XQL81C5h","7","0","0","69","11","0","1"
"#MuhammadﷺTaughtMe that we are like one body:  #Somalia #Syria #Bangladesh #Palestine #Mali #Yemen #Pakistan #united #OneUmmah -no borders!!","15","3","1","142","19","10","0"
"@Perrofiao deditos listos para la #OpBAS #Amuay","5","0","0","47","7","2","0"
"NSW premier @barryofarrell is at #SaltAsh inspecting fire damage w @NSWRFS. Press conference to come, hear more w @carolduncan","9","4","0","126","19","1","1"
"Y con q vamos a abonar la patilla y el melón? eh? con garrutas de chivo! y q van a comer los chivos, eh? concha de patilla y melón!  #Amuay","11","2","1","141","32","1","0"
"RT @gacetamercantil: Terremoto en Costa Rica: Desactivan alerta de tsunami","6","1","0","74","10","0","1"
"Wow! RT @BreakingNews: Bangladesh rescuers confirm they have freed survivor of building collapse after 17 days - @AP","9","3","1","116","17","0","1"
"RT @HuffPostCanada: Rail oil shipments up by 28,000 per cent since 2009 http://t.co/XTeNLE4qIn #lacmegantic #cdnpoli","9","0","0","116","19","2","0"
"Still can't believe I was actually there. Feeling fortunate. #STLCards #RedOctober","3","4","1","82","12","2","0"
"RT @diversionary: Another bushfire sunset in Sydney… thoughts go out to everyone affected by or fighting the fires","8","3","0","116","18","0","1"
"Gabi na. Panahon na para gumawa ng Design. #MaringPH #bagyo #design — feeling determined at Lost City of Atlantis http://t.co/4R47tcBvwl","0","0","0","138","22","3","0"
"“@clamberton7: 500 injured by blasts as meteor falls in Russia. http://t.co/kvTBJm73” @Marc_Bertrand @GlobeMazz have fun today","7","3","0","130","19","0","1"
"RT @rescaterock: URGENTE!!!!  PEDIMOS ORACION!!!!  Terremoto de magnitud 7,9 sacudió a Costa Rica Hoy Miércoles 5/9 Y Alerta de... http: ...","12","1","0","142","23","0","1"
"#LucioTan Give a 100M for the victims of super bagyong #Yolanda.  May God Showers you a blessing!","9","2","1","97","17","2","1"
"Just how can Julie remove these types of pics through this site? http://t.co/6ZdK9BIj  #RussianMeteor","6","2","0","101","17","1","0"
"RT @SETIInstitute: RT @AllPlanets: The satellite Meteosat-9 captured this picture of the #RussianMeteor. http://t.co/ximbfpcf","9","1","0","125","18","1","0"
"CNN reporting that 6 U.S. soldiers were killed in a helicopter crash in southern Afghanistan.  Engine failure blamed for crash.","9","4","0","127","21","0","0"
"$50K Reward Offered For Info On Waldo Canyon Fire Vandals http://t.co/I1dkaGsA #WaldoCanyonFire #Colorado","10","1","0","105","16","2","1"
"via @lisoidapinto RT RT Tragedias como #Amuay solo se dan en regimenes totalitarios donde la verdad es traicion a la patrian:n ...","11","1","2","130","22","1","1"
"RT @DZMMTeleRadyo: Bagyong #MaringPH, lumakas pa; pinag-iibayo ang Habagat http://t.co/X9ZoZ9gtxo http://t.co/9F4o8p3X1b","0","0","0","120","18","1","1"
"Heavy that helicopter crash like la, imagine having a pint like then be like waaaa there is a helicopter crashed into the roof, mad like","5","5","0","136","25","0","1"
"Search crews clawed through wreckage of the building, which housed factories making clothing for European &amp; American consumers #Bangladesh","10","3","0","142","19","1","0"
